"";"banalfreq";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"codigo";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;1,5931
"nieto";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;0,3175
"uoc";29;-0,795;-0,079;-0,2206;-0,5663;-0,1569;1,2837;1,4898;-1,9062
"minds";12;-0,329;-0,0327;0,7223;0,3798;-0,0649;-0,9945;0,6529;-0,1927
"adell";27;-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-1,4131;1,914;0,4342
"abu";13;-0,3564;-0,0354;-0,0989;0,3539;-0,0703;1,8104;-0,5723;-0,4873
"controversia";34;-0,4248;-0,0926;-0,2586;-0,2551;-0,184;-0,3501;1,0192;-0,3003
"inteligenciaartificial";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;0,3459;0,3175
"incógnito";12;-0,329;-0,0327;-0,0913;1,858;-0,0649;0,4588;-0,24;-0,8121
"padilla";16;-0,4386;1,0203;-0,1217;-0,3125;-0,0866;-0,6861;1,983;-0,7181
"divulgar";12;-0,329;-0,0327;1,7516;0,3798;-0,0649;0,4588;-0,79;-0,1927
"pineda";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;0,6723;-0,2063
"wong";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;0,2262;-0,6493;0,533
"vergara";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;1,3183;-0,3487
"likes";11;-0,3016;-0,0299;-0,0837;-0,2148;0,8925;0,2262;-0,6493;0,9267
"raúl";20;-0,186;0,9287;-0,1521;-0,3906;-0,1082;-0,5238;1,837;-1,0575
"cobos";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;1,0789;-0,6219
"novedosas";37;-1,0143;-0,1007;-0,2814;-0,7226;0,4325;0,5116;1,4565;-0,8538
"tea";13;-0,3564;1,1065;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;1,079
"oliver";30;0,9656;-0,0817;0,3886;-0,5859;-0,1623;-1,0624;1,3123;-0,7108
"ocaña";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;1,2218;0,5434;-0,8
"forjar";17;-0,466;-0,0463;0,5892;-0,332;-0,092;0,4678;-0,739;0,9528
"head";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;0,5265;0,262
"nps";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,8316;0,6739
"optimizado";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,6247;0,5265;0,4932
"incorporarse";21;0,4308;0,9089;1,2934;1,2035;-0,1136;0,2941;-0,8991;-0,7323
"atracción";16;1,8519;-0,0436;0,6119;-0,3125;-0,0866;-0,3406;0,4175;-1,2144
"adams";14;-0,3838;-0,0381;-0,1065;0,9064;-0,0758;-0,5644;-0,6952;1,3967
"saint";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;1,7352;-0,5175;-0,2851
"garro";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,838;-0,7159
"aburto";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;0,6454;-0,6219
"relacionales";15;-0,4112;1,047;-0,1141;0,3093;-0,0812;-0,2989;0,8301;-0,6385
"yen";11;-0,3016;-0,0299;0,7564;-0,2148;-0,0595;-0,9116;0,254;0,9267
"sintonía";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;0,5265;0,262
"normalizar";22;-0,6031;-0,0599;0,4952;0,2019;1,522;-1,0731;-0,4769;1,1056
"bauman";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;1,7352;-0,3439
"licenciado";20;-0,5483;-0,0544;-0,1521;0,2268;-0,1082;1,8419;-0,3223;-0,6612
"educadoras";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;1,6761;-0,6219
"explorado";38;1,0954;-0,1035;-0,289;0,6325;-0,2056;-0,4781;0,7992;-1,2458
"triangulación";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;-0,8287;1,0789;-0,6219
"colapso";21;1,4403;-0,0572;-0,1597;0,2139;-0,1136;0,2941;0,3719;-1,1468
"espiral";36;-0,4624;-0,098;-0,2738;-0,703;-0,1948;0,7944;1,6247;-1,4957
"jisc";11;-0,3016;-0,0299;-0,0837;1,0878;-0,0595;-0,9116;-0,3537;0,9267
"fragilidad";12;0,2748;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;0,6529;-0,8121
"subjetividades";18;-0,1564;0,9718;-0,1369;-0,3515;1,6868;-0,4292;-0,8623;0,8405
"célula";22;1,3741;-0,0599;-0,1673;-0,4296;0,6202;1,1368;-1,0226;-0,5023
"mezclar";15;0,2132;-0,0408;-0,1141;-0,2929;1,8397;1,481;-0,8258;-0,6385
"mamá";13;0,7282;-0,0354;-0,0989;-0,2539;0,8252;0,399;0,5087;-1,6417
"invención";25;-0,2656;-0,0681;-0,1901;0,5208;0,5724;1,6919;-0,7572;-0,6857
"fascinación";18;1,6686;-0,049;-0,1369;-0,3515;0,697;0,4164;-0,8623;-0,2929
"distante";10;0,3297;1,2164;-0,0761;-0,1953;0,9312;-0,337;-0,5175;0,3175
"asimov";10;-0,2741;1,2164;-0,0761;-0,1953;0,9312;0,2678;0,6454;-1,2628
"java";10;-0,2741;-0,0272;-0,0761;-0,1953;0,9312;0,2678;1,0789;-1,2628
"partícula";11;1,5841;-0,0299;-0,0837;-0,2148;0,8925;-0,3914;-1,7362;0,9267
"primo";18;1,6686;-0,049;0,568;0,2558;0,697;-0,4292;0,2592;-1,4234
"reflexionando";19;-0,5209;-0,0517;-0,1445;-0,371;0,6761;-0,241;0,8354;-0,341
"neurociencia";28;-0,3167;-0,0762;-0,213;-0,1874;0,5309;0,6952;1,0038;-1,8076
"acierto";24;-0,2491;-0,0653;-0,1825;-0,4687;1,4518;1,3553;-0,4428;-0,6223
"paradigmático";14;-0,3838;-0,0381;-0,1065;-0,2734;0,7957;-0,5644;0,3956;0,5763
"basura";21;0,4308;-0,0572;-0,1597;0,6282;1,5599;-0,5731;0,8406;-1,7442
"alegría";12;0,7837;-0,0327;-0,0913;-0,2343;0,8573;0,8518;-0,4581;-0,8121
"pronunciar";16;0,1967;-0,0436;-0,1217;0,8108;0,7429;0,2647;-0,3769;-0,4016
"idealmente";14;0,2315;-0,0381;-0,1065;-0,2734;1,8983;0,3476;-0,2234;-0,5615
"incluimos";14;1,2998;-0,0381;-0,1065;-0,2734;0,7957;1,0967;-0,4129;-1,768
"antemano";11;-0,3016;-0,0299;-0,0837;-0,2148;0,8925;0,9665;-0,6493;0,2581
"jamás";13;-0,3564;-0,0354;-0,0989;-0,2539;0,8252;0,7529;0,5087;-0,9103
"intencionalidad";22;0,8283;-0,0599;-0,1673;-0,4296;1,522;-0,344;-1,8974;1,5036
"preci";10;-0,2741;-0,0272;0,7941;-0,1953;0,9312;-0,8287;-0,5175;1,0923
"afortunado";15;1,2225;-0,0408;0,6363;-0,2929;1,8397;0,5919;-0,5136;-1,8943
"gravedad";11;-0,3016;-0,0299;-0,0837;-0,2148;0,8925;0,5288;-0,6493;0,533
"invisible";41;0,335;-0,1116;-0,3118;0,9798;1,0381;0,5607;-1,6461;0,4812
"proveen";15;-0,4112;-0,0408;0,6363;1,585;0,7683;-0,2989;-0,5136;-0,3439
"ariel";25;-0,2656;-0,0681;0,4503;-0,4882;0,5724;1,2571;-0,5232;-0,4339
"1a";10;-0,2741;-0,0272;-0,0761;-0,1953;0,9312;0,2678;0,6454;-0,6219
"compartirigual";16;0,1967;-0,0436;-0,1217;-0,3125;0,7429;-0,3406;0,4175;-0,2063
"jim";13;1,3849;-0,0354;-0,0989;-0,2539;-0,0703;1,2239;-0,9382;-0,4873
"knight";12;0,7837;-0,0327;-0,0913;1,0211;-0,0649;-0,9945;-0,4581;0,4456
"sir";10;1,7025;-0,0272;-0,0761;0,4411;-0,0541;-0,337;-0,5175;-0,2851
"pablo";23;1,3119;-0,0626;-0,1749;0,5712;-0,1245;0,4322;-1,5619;0,4485
"vuestro";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;0,6454;-0,6219
"puro";19;0,972;-0,0517;-0,1445;-0,371;-0,1028;1,9932;-0,9919;-0,5923
"atrever";10;1,7025;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,2604;-0,6219
"inapropiada";12;1,479;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,4581;-0,4162
"bono";10;1,7025;-0,0272;0,7941;-0,1953;-0,0541;-0,337;0,3459;-1,2628
"pragmática";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;-0,3914;-1,0919;1,4456
"maduro";17;1,0871;-0,0463;0,5892;-0,332;-0,092;0,7982;-0,739;-0,4623
"lente";30;0,5571;-0,0817;-0,2282;0,8427;-0,1623;0,5902;-0,7437;-0,2989
"desconectar";13;0,2519;-0,0354;-0,0989;0,3539;-0,0703;-0,2212;0,5087;-0,4873
"dolor";20;0,458;-0,0544;-0,1521;-0,3906;-0,1082;0,3302;-0,3223;0,4065
"west";14;0,6782;-0,0381;-0,1065;0,3305;-0,0758;0,667;-0,6952;-0,2897
"comportarse";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;0,6114;0,3459;-1,2628
"constatación";11;0,3005;-0,0299;-0,0837;-0,2148;0,8925;-0,9116;0,838;-0,3487
"cohorte";10;0,3297;-0,0272;-0,0761;0,4411;0,9312;-0,8287;1,0789;-1,2628
"epistemológicos";14;1,2998;-0,0381;-0,1065;-0,2734;-0,0758;-0,259;-0,4129;0,3126
"resistente";17;1,0871;-0,0463;-0,1293;0,7686;-0,092;-0,3841;-0,2741;-0,4623
"incómodo";10;1,7025;-0,0272;-0,0761;0,4411;-0,0541;-0,337;-0,9208;0,3175
"fotosíntesis";13;0,2519;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;-0,3214;1,079
"guardián";17;0,554;-0,0463;-0,1293;0,7686;-0,092;-0,3841;0,3298;-0,4623
"cortar";10;0,9156;-0,0272;0,7941;-0,1953;-0,0541;0,6114;-0,2604;-1,2628
"epistemológica";21;1,4403;-0,0572;-0,1597;-0,4101;-0,1136;-1,0068;0,3719;0,3533
"multidimensional";27;-0,2994;-0,0735;-0,2054;-0,5273;1,3579;-1,4131;-0,3235;1,6344
"dudoso";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;0,2262;0,4901;-0,7159
"1960";24;1,2535;-0,0653;0,4645;-0,4687;-0,1299;1,3553;-0,4428;-1,423
"multiplicidad";14;0,6782;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;0,3956;0,3126
"pina";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;1,0789;-1,2628
"modesto";13;1,3849;-0,0354;1,684;-0,2539;-0,0703;-0,2212;-0,3214;-0,9103
"identificamos";15;1,9556;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;1,2287;-1,8943
"estudioso";10;1,7025;-0,0272;-0,0761;1,1624;0,9312;-0,8287;-1,5268;0,3175
"deficiente";22;0,4055;-0,0599;0,4952;0,5988;-0,1191;-0,344;-1,0226;0,7746
"electoral";16;0,5917;-0,0436;-0,1217;1,509;-0,0866;-0,6861;0,2365;-0,4016
"mentores";29;0,2702;-0,079;0,3999;0,8748;-0,1569;-0,2153;0,4452;-0,9585
"peor";12;0,2748;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;-0,79;0,4456
"ontología";24;0,3601;-0,0653;-0,1825;-0,4687;1,4518;-0,2269;0,9981;-1,423
"albert";13;1,3849;-0,0354;-0,0989;-0,2539;-0,0703;1,2239;-0,9382;-0,4873
"imprecisiones";18;0,5194;-0,049;-0,1369;-0,3515;-0,0974;-0,21;0,4379;-0,2929
"dama";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;-0,337;1,0789;-1,2628
"calculadoras";14;0,6782;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;0,3956;-0,5615
"vapor";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-1,5268;0,6391
"contradecir";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;0,6454;-0,6219
"pasaporte";10;0,3297;-0,0272;-0,0761;1,1624;-0,0541;1,7352;-0,9208;-1,2628
"sydney";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-1,2628
"race";21;1,4403;-0,0572;-0,1597;1,9113;-0,1136;0,5296;-0,6124;-1,7442
"matizar";29;0,2702;-0,079;0,3999;0,4359;-0,1569;-0,6325;0,2973;0,3422
"detenidamente";17;-0,1422;0,9953;-0,1293;-0,332;-0,092;0,4678;0,5434;-0,8
"interminable";14;1,2998;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;0,6621;-1,768
"revés";11;0,8457;-0,0299;-0,0837;0,4087;-0,0595;1,538;-1,7362;-0,3487
"old";11;0,3005;1,1763;-0,0837;0,4087;-0,0595;-0,9116;1,3183;-1,3891
"vago";16;1,1519;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;1,4437;-0,7181
"fadel";24;0,7475;-0,0653;-0,1825;-0,1457;-0,1299;-0,7278;-0,4428;0,8963
"interdisciplinarios";61;0,4988;-0,1661;0,5435;-0,3061;-0,3301;-0,8349;-0,6429;1,4039
"acumulación";32;0,8883;-0,0871;0,3675;0,3833;-0,1732;-0,2926;-0,6952;0,3784
"fragmentar";19;-0,171;-0,0517;-0,1445;0,2408;-0,1028;1,9932;-0,6696;-0,5923
"bienvenida";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;0,6114;-0,2604;-0,6219
"webb";12;0,7837;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,24;-0,4162
"formuladores";20;0,458;-0,0544;0,5294;-0,3906;-0,1082;0,3302;-0,3223;-0,2163
"operando";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;0,6454;-0,2851
"scott";17;0,554;-0,0463;-0,1293;0,7686;-0,092;0,2313;-0,2741;-0,4623
"fácticos";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;1,0789;-0,6219
"brookings";15;1,9556;-0,0408;-0,1141;0,8565;-0,0812;-0,2989;-1,8274;0,4932
"planetario";16;0,5917;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;1,0109;-1,2144
"orquestar";12;0,7837;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;1,0452;-1,5154
"beneficiosas";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;-0,3537;0,9267
"abordarlo";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;1,0789;-0,6219
"interdisciplinarias";32;0,5067;-0,0871;-0,2434;0,7828;-0,1732;0,3096;-0,6952;0,3784
"epistémicos";11;1,5841;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,3183;-1,3891
"sandoval";13;0,7282;-0,0354;-0,0989;-0,2539;0,8252;1,2239;-0,3214;-1,6417
"rediseñar";23;0,7866;-0,0626;-0,1749;-0,1357;-0,1245;-0,6752;-0,8222;1,3642
"dramático";13;0,2519;-0,0354;-0,0989;0,3539;-0,0703;0,7529;-0,9382;0,3731
"repercutir";18;-0,1564;-0,049;-0,1369;1,3736;-0,0974;0,4164;-0,3473;-0,526
"desfavorecido";40;-0,5395;-0,1089;0,8155;1,5218;-0,2165;0,4062;0,3248;-1,042
"hiperactividad";10;0,9156;1,2164;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;-1,2628
"aleatoria";23;0,7866;-0,0626;-0,1749;-0,4492;-0,1245;1,0468;0,3914;-1,3296
"recortar";13;0,2519;-0,0354;-0,0989;0,3539;-0,0703;-0,5053;1,8273;-1,6417
"controvertir";18;-0,1564;-0,049;-0,1369;1,3736;-0,0974;1,5926;-0,8623;-0,884
"recordatorio";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;0,838;-0,7159
"reinventar";18;1,6686;0,9718;-0,1369;-0,3515;-0,0974;-0,21;-0,8623;0,3093
"apasionar";11;0,8457;-0,0299;-0,0837;-0,2148;-0,0595;0,9665;0,254;-1,3891
"pomsta";11;0,8457;-0,0299;-0,0837;1,9686;-0,0595;0,2262;-1,0919;-0,3487
"ch";17;-0,1422;-0,0463;-0,1293;0,7686;-0,092;1,2218;-0,2741;-1,3184
"rodrigo";21;-0,2013;-0,0572;-0,1597;0,2139;-0,1136;-1,0068;1,5783;-0,4458
"journals";24;0,7475;-0,0653;-0,1825;-0,1457;-0,1299;-1,2075;1,7475;-0,9577
"false";10;0,3297;-0,0272;-0,0761;1,1624;-0,0541;-0,8287;-0,2604;0,3175
"explainable";13;0,2519;-0,0354;-0,0989;0,3539;-0,0703;-0,5053;0,2816;0,3731
"ct";13;1,3849;-0,0354;-0,0989;0,3539;-0,0703;-1,0774;1,265;-1,6417
"senior";21;-0,2013;-0,0572;0,5118;0,6282;-0,1136;-0,5731;0,5756;-0,4458
"sat";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;1,0789;-1,2628
"rediseño";21;-0,2013;-0,0572;-0,1597;-0,4101;-0,1136;0,2941;-0,2401;0,5774
"dam";10;0,3297;-0,0272;0,7941;1,1624;-0,0541;-0,337;0,3459;-1,2628
"unleashed";12;0,2748;-0,0327;0,7223;1,0211;-0,0649;-0,4476;0,6529;-1,5154
"sum";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-0,6219
"consorcio";10;0,3297;-0,0272;1,9079;1,1624;-0,0541;0,2678;-0,5175;-1,2628
"cornell";21;-0,2013;-0,0572;-0,1597;1,9113;-0,1136;-1,7404;-0,2401;0,5774
"autodeterminación";11;0,8457;-0,0299;-0,0837;1,9686;0,8925;-0,9116;-0,3537;-0,7159
"sistémico";35;-0,1956;0,7055;-0,2662;0,3381;-0,1894;-1,9785;0,897;0,4135
"hollywood";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;0,3459;-0,6219
"economy";24;1,8641;-0,0653;1,1894;1,7073;-0,1299;-0,7278;-1,2848;-0,3852
"maquinaria";10;1,7025;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,2604;-0,6219
"explosión";33;0,4835;-0,0898;0,3576;-0,2434;0,4722;-0,3208;0,4783;-0,6248
"chapman";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-0,2851
"threats";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,337;-0,2604;0,6391
"ineficaz";11;-0,3016;-0,0299;0,7564;-0,2148;-0,0595;-0,3914;-0,3537;0,9267
"bloquear";30;0,2555;-0,0817;-0,2282;1,3856;-0,1623;1,5884;-1,7142;-0,2989
"implemente";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;-0,4581;0,4456
"acusar";13;0,2519;-0,0354;-0,0989;0,3539;-0,0703;0,399;0,5087;-0,9103
"erosión";11;0,3005;-0,0299;0,7564;-0,2148;-0,0595;0,5288;-0,6493;0,2581
"suite";17;-0,1422;-0,0463;-0,1293;-0,332;-0,092;-1,4089;1,668;-0,2479
"mariano";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;1,7374;-0,4668;-0,2479
"rígidos";10;0,3297;-0,0272;0,7941;-0,1953;-0,0541;0,2678;-0,9208;0,6391
"extrapolar";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;0,9665;0,254;-1,3891
"frágil";14;-0,3838;-0,0381;-0,1065;0,3305;-0,0758;0,667;1,0241;-1,768
"rígido";18;1,0273;-0,049;1,4162;-0,3515;-0,0974;-0,4292;-1,7643;1,2234
"unidireccional";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;0,9849;-1,2536;0,8138
"ruptura";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;-1,2688;1,2467
"kant";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;1,7352;-1,5268;0,3175
"oficio";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;1,6352;-0,4129;-0,2897
"fuego";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;0,5919;0,8301;-1,1116
"anular";12;0,2748;1,1399;-0,0913;0,3798;-0,0649;1,3695;-1,2688;-0,4162
"transcurrir";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;0,2678;-0,2604;-0,2851
"consensuar";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;0,4322;0,2426;0,6908
"fracasar";14;0,6782;-0,0381;0,6627;1,6677;-0,0758;-0,259;-1,093;-0,2897
"sinapsis";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;1,1009;-0,2604;-1,2628
"prescindir";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,24;0,4456
"rendir";23;0,382;-0,0626;-0,1749;0,5712;0,6035;0,2333;0,8469;-1,9619
"objeción";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;0,9665;-1,0919;0,2581
"sócrates";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-1,5268;1,6852
"socrático";16;-0,4386;-0,0436;-0,1217;0,2899;-0,0866;1,8985;-0,6225;-0,4016
"explicitar";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;0,6621;-0,2897
"calibrar";12;0,2748;-0,0327;0,7223;0,3798;-0,0649;-0,1856;0,6529;-1,5154
"ludmila";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,667;1,4955;-1,768
"mariana";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;0,7197;0,6832;-0,526
"soledad";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;0,6529;-0,8121
"xavier";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;0,838;-0,7159
"creativecommons";26;-0,7128;-0,0708;0,4368;0,4977;0,5579;1,1663;-0,6096;-0,485
"licenses";27;-0,7402;-0,0735;1,0997;0,476;0,5441;1,0824;-0,7015;-0,5384
"grané";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;1,0789;-1,2628
"é";30;-0,8224;-0,0817;-0,2282;-0,5859;-0,1623;0,3723;1,0082;-0,2989
"hugo";14;-0,3838;-0,0381;-0,1065;0,3305;0,7957;1,0967;-0,2234;-1,0102
"micas";11;-0,3016;-0,0299;0,7564;-0,2148;-0,0595;-0,3914;1,9597;-1,3891
"implementadas";31;-0,8498;-0,0844;0,3778;-0,6054;-0,1678;-1,1208;1,8529;0,2683
"aspec";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;1,2239;0,5087;-0,9103
"profun";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;0,838;0,2581
"cuestionarnos";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;0,3459;0,6391
"ferguson";14;0,2315;-0,0381;0,6627;0,9064;-0,0758;1,0967;-0,4129;-1,768
"imperioso";13;-0,3564;1,1065;0,6912;-0,2539;-0,0703;-1,0774;0,5087;0,3731
"sustentabilidad";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;1,3183;-0,3487
"medioambiente";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;0,3066;0,4932
"ask";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;0,6114;0,3459;-0,6219
"reconfigurando";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;1,0789;-0,2851
"rienties";11;-0,3016;-0,0299;0,7564;1,0878;-0,0595;0,2262;0,254;-0,7159
"dashboard";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;1,1009;0,3459;-1,2628
"herodotou";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;0,6114;-0,5175;-0,2851
"improvisar";14;0,2315;1,0756;-0,1065;-0,2734;-0,0758;0,3476;0,3956;-0,5615
"cuantificables";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,6247;1,7352;-0,6385
"espectacular";17;1,7566;-0,0463;-0,1293;1,4388;-0,092;0,2313;-1,1067;-0,4623
"especulación";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,1856;0,372;-0,1927
"explotación";48;-1,3159;0,5853;0,2452;0,4512;-0,2598;-0,6041;1,9012;-0,9506
"wayne";17;-0,466;-0,0463;-0,1293;0,7686;-0,092;1,2218;-1,5898;0,6165
"hype";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;1,4955;-0,2897
"delinear";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;1,0241;0,3126
"ensamblajes";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;1,4955;-1,0102
"outputs";22;-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;0,7701;-1,0226;1,5036
"aspiración";16;0,1967;-0,0436;-0,1217;0,2899;-0,0866;-0,6861;0,2365;0,7081
"aprendiza";28;-0,7676;-0,0762;0,4116;-0,1874;-0,1515;0,447;0,7408;-0,5939
"operations";18;-0,4935;-0,049;0,568;-0,3515;-0,0974;-0,8119;0,6832;0,5367
"temporalidad";11;0,3005;1,1763;-0,0837;-0,2148;-0,0595;-0,9116;0,838;-0,3487
"definimos";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;1,4955;-0,2897
"centralidad";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;1,8273;-0,9103
"recolectan";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;-0,9116;1,3183;-0,3487
"barbero";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-0,2604;1,6852
"entablar";17;-0,466;-0,0463;0,5892;0,2721;0,7192;1,2218;-0,739;-0,4623
"plurales";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;1,0789;-1,2628
"generati";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"agravar";26;0,3206;-0,0708;1,1282;0,9816;-0,1407;0,3185;-0,4131;-0,7511
"salesforce";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-0,5053;1,8273;-0,9103
"soberanía";27;-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-0,5441;1,1554;0,4342
"capitalista";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,5919;-0,2955;0,4932
"anijovich";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;1,481;0,8301;-1,8943
"detenerse";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;0,6454;-0,2851
"devolución";14;0,2315;-0,0381;-0,1065;-0,2734;-0,0758;1,0967;-0,4129;-0,2897
"ño";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,3066;1,7377
"empeño";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,4581;0,7892
"recorrido";13;1,3849;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;-0,3214;0,6739
"diferenciando";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;0,2678;0,6454;-1,2628
"constitutivo";21;-0,5757;-0,0572;-0,1597;0,6282;-0,1136;0,5296;0,5756;-0,7323
"lentitud";14;0,2315;-0,0381;0,6627;-0,2734;-0,0758;-0,5644;0,6621;-0,2897
"habitar";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;1,2287;0,262
